"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://eghiseul.ro/calculator/estimare-pensie/","text/html; charset=utf-8","200","OK","Indexable","","Calculator Estimare Pensie 2026 — Puncte și Cuantum | eGhiseul.ro","65","603","Estimează pensia pentru limită de vârstă în 2026 pe baza stagiului și a salariului: puncte de contributivitate + stabilitate × valoarea punctului de referință (81 lei).","168","983","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Calculator Estimare Pensie","26","Cum se calculează pensia în sistemul cu puncte","46","Punctele de contributivitate","28","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/estimare-pensie/","","","","","","203049","33755","33755","5,002","","1236","189","6,540","79,184","Fairly Easy","4,907","1","2","","235","232","0","99,570","89","54","0","4","3","0","","","","","b6c4a15cc808219522a2859707d1242c","0,127","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/estimare-pensie/","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/64e28f22150572eb.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,141","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/64e28f22150572eb.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/","text/html; charset=utf-8","200","OK","Indexable","","Servicii | Documente online pentru România | eGhiseul.ro","56","505","Catalogul complet al serviciilor eGhișeul.ro: cazier judiciar, cazier fiscal, certificat constatator, extras carte funciară, acte cadastrale, rovinietă și altele. 100% online.","175","1000","servicii online,documente,cazier judiciar,cazier fiscal,certificat constatator,extras carte funciară,rovinietă,eghiseul","119","Serviciile noastre","18","Carte Funciară & Cadastru","25","Caziere & Integritate","21","index, follow","","","","https://eghiseul.ro/servicii/","","","","","","399435","43096","43096","6,387","","837","288","2,906","46,309","Hard","2,004","1","1","","370","232","0","99,570","138","90","0","4","3","0","","","","","615f7bc9db6ddd9a1702f3c731ce2d47","0,048","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/extras-multilingv-certificat-casatorie/","text/html; charset=utf-8","200","OK","Indexable","","Extras Multilingv Certificat de Căsătorie 2026 — pentru UE, Fără Traducere | eGhiseul.ro","88","777","Extrasul multilingv de pe certificatul de căsătorie (formular standard UE) e recunoscut în Uniunea Europeană fără traducere și fără apostilă. 798 RON totul inclus, fără deplasare.","179","1088","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Extras Multilingv Certificat de Căsătorie — pentru UE","53","Extras Multilingv de pe Certificatul de Căsătorie — Online","58","Când Ai Nevoie de Extrasul Multilingv?","38","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/extras-multilingv-certificat-casatorie/","","","","","","528105","61523","61523","9,118","","2528","467","5,413","46,330","Hard","3,609","1","2","","469","232","0","99,570","91","56","0","7","5","0","","","","","b3214aa7682a4bdeb85f8b9aaf89fff7","0,100","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/extras-multilingv-certificat-casatorie/","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fextras-multilingv-casatorie.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","58839","58839","58839","8,720","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,376","Tue, 08 Sep 2026 09:38:15 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fextras-multilingv-casatorie.webp&w=3840&q=75","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/e6de0d38135b5383.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,140","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/e6de0d38135b5383.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/a3dd2bb6b77ca038.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,036","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/a3dd2bb6b77ca038.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/extras-de-carte-funciara/","text/html; charset=utf-8","200","OK","Indexable","","Extras Carte Funciară Online în 5 Minute — Automat, 24/7 | eGhiseul.ro","70","628","Extras de carte funciară ANCPI eliberat automat, pe email, în câteva minute — 24/7, inclusiv noaptea și în weekend. Fără cont ANCPI, fără taxă de urgență. 4.9★ din 450+ recenzii.","178","1098","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Extras de Carte Funciară Online","31","Ce este Extrasul de Carte Funciară și de unde se obține","55","Vrei să construiești pe terenul tău?","36","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/extras-de-carte-funciara/","","","","","","690358","79831","79831","11,831","","3801","693","5,485","47,270","Hard","3,975","1","2","","685","232","0","99,570","140","101","0","8","6","0","","","","","6cbedf5d3700189945a6c0efab5b33c6","0,058","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/extras-de-carte-funciara/","2026-09-09 09:12:19"
"https://eghiseul.ro/images/brand/icon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","10264","10264","10264","1,521","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,043","Wed, 09 Sep 2026 05:51:27 GMT","","","","","1.1","","","","","","https://eghiseul.ro/images/brand/icon.webp","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/d96012bcfc98706a.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","283","283","283","0,042","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,139","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/d96012bcfc98706a.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/calculator/credit-ipotecar/","text/html; charset=utf-8","200","OK","Indexable","","Calculator Credit Ipotecar 2026 — Rata Lunară | eGhiseul.ro","59","527","Calculator credit ipotecar 2026: afli rata lunară, totalul de plată și dobânda totală pentru un credit cu rate egale, orientativ, fără comisioane.","146","857","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Calculator Credit Ipotecar 2026","31","Cum se calculează rata la un credit ipotecar","44","Exemplu numeric pas cu pas","26","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/credit-ipotecar/","","","","","","209665","35434","35434","5,251","","1338","221","6,054","72,778","Fairly Easy","5,129","1","2","","234","232","0","99,570","89","54","0","4","3","0","","","","","ac22912b34270c06eefeb58242ce5f0d","0,158","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/credit-ipotecar/","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/identificare-imobil/","text/html; charset=utf-8","200","OK","Indexable","","Număr Cadastral după Adresă — Îl Aflăm Noi | Extras CF | eGhiseul.ro","68","615","Ne dai adresa, îți aflăm numărul cadastral și de carte funciară din ANCPI și primești extrasul CF pe email. 198 RON, taxe incluse, fără cont ANCPI.","147","891","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Identificare Imobil după Adresă","31","Cum afli numărul cadastral după adresă","38","Când ai nevoie de identificarea imobilului","42","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/identificare-imobil/","","","","","","530149","59133","59133","8,764","","2235","439","5,091","46,132","Hard","3,285","1","2","","326","232","0","99,570","92","56","0","7","5","0","","","","","f42c5eff06035e6bfa5894b72084ffda","0,176","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/identificare-imobil/","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/certificat-sarcini/","text/html; charset=utf-8","200","OK","Indexable","","Certificat de Sarcini — Verifică Grevările unui Imobil | OCPI | eGhiseul.ro","75","636","Certificat de sarcini OCPI/ANCPI — verifici ipoteci, privilegii, servituți, interdicții și litigii notate asupra unui imobil, după numărul cadastral sau de carte funciară. Taxe incluse, 100% online, livrare pe email.","216","1236","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Certificat de Sarcini pentru un imobil","38","Ce este certificatul de sarcini și la ce folosește","50","Cum identifici imobilul pentru certificatul de sarcini","54","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/certificat-sarcini/","","","","","","516733","58453","58453","8,663","","2274","436","5,216","41,382","Hard","3,446","1","2","","241","232","0","99,570","91","54","0","7","5","0","","","","","a7b096d3d89fd12383cdf8815fc3bcd4","0,095","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/certificat-sarcini/","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/41ad77bb86fe4ff6.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","390","390","390","0,058","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,220","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/41ad77bb86fe4ff6.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/a6dad97d9634a72d.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,110","Wed, 09 Sep 2026 05:53:39 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/a6dad97d9634a72d.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/_next/static/chunks/442a64f8e01a213b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,106","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/442a64f8e01a213b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/certificat-constatator-online/","text/html; charset=utf-8","200","OK","Indexable","","Certificat Constatator Online în Câteva Minute — 89 RON (2026) | eGhiseul.ro","76","684","Obținem certificatul constatator de la ONRC în câteva minute, 24/7 — inclusiv noaptea și în weekend. Doar cu CUI-ul firmei: pe firmă, PF sau cu istoric. 89 RON, taxe ONRC incluse.","179","1093","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Certificat Constatator Online de la Registrul Comerțului (ONRC)","63","Ce este Certificatul Constatator ONRC și de unde se obține","58","Ce conține certificatul constatator","35","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/certificat-constatator-online/","","","","","","611884","70842","70842","10,499","","3249","607","5,353","44,466","Hard","3,848","1","2","","1933","232","0","99,570","94","61","0","8","6","0","","","","","e7e734f6d06708792d900c4df067b9d9","0,227","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/certificat-constatator-online/","2026-09-09 09:12:19"
"https://eghiseul.ro/comanda/status/","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","2","","468","232","0","99,570","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://eghiseul.ro/comanda/status/","2026-09-09 09:12:20"
"https://eghiseul.ro/_next/static/chunks/c28e7f4a72087e5b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,047","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/c28e7f4a72087e5b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:19"
"https://eghiseul.ro/termeni-si-conditii/","text/html; charset=utf-8","200","OK","Indexable","","Termeni și Condiții | eGhiseul.ro","33","284","Termenii și condițiile de utilizare a platformei eGhișeul.ro (eDigitalizare SRL): servicii, comandă, plată, termene, anulare și rambursare, semnătură electronică, GDPR și răspundere.","182","1091","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Termeni și Condiții","19","1. Definiții","12","2. Serviciile noastre","21","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/termeni-si-conditii/","","","","","","167675","32534","32534","4,822","","1760","318","5,535","29,085","Very Hard","9,097","1","1","","234","232","0","99,570","85","53","0","9","5","0","","","","","e212593a8f0e298449c89d2ae0a5801b","0,092","","","","","ro","1.1","","","","","","https://eghiseul.ro/termeni-si-conditii/","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/copie-carte-funciara/","text/html; charset=utf-8","200","OK","Indexable","","Copie Carte Funciară in extenso (integrală) — OCPI / ANCPI | eGhiseul.ro","72","645","Copie carte funciară in extenso — reproducerea integrală a CF (părțile A, B și C) din arhiva OCPI. Util pentru litigii, succesiuni și verificarea istoricului proprietății. Taxe OCPI incluse, online, livrare pe email.","216","1234","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Copie Carte Funciară in extenso (integrală)","43","Ce este copia cărții funciare in extenso și la ce folosește","59","Cum identifici imobilul pentru copia in extenso","47","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/copie-carte-funciara/","","","","","","526289","59602","59602","8,833","","2303","451","5,106","41,856","Hard","3,398","1","2","","249","232","0","99,570","94","56","0","7","5","0","","","","","d49913f4ced53e5144013be4423356fb","0,124","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/copie-carte-funciara/","2026-09-09 09:12:20"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fsuspendare-activitate-firma-ghid.webp&w=3840&q=75","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","89684","89684","89684","13,291","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,324","Wed, 02 Sep 2026 17:15:35 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fsuspendare-activitate-firma-ghid.webp&w=3840&q=75","2026-09-09 09:12:19"
"https://eghiseul.ro/servicii/eliberare-certificat-de-casatorie/","text/html; charset=utf-8","200","OK","Indexable","","Certificat de Căsătorie Online — Duplicat de la Starea Civilă | eGhiseul.ro","75","644","Duplicat certificat de căsătorie online de la Starea Civilă, 998 RON, fără deplasare. Pentru act pierdut, din altă localitate sau diaspora. Email + curier.","155","907","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Certificat de Căsătorie Online","30","Certificat de Căsătorie — Duplicat sau Copie Legalizată Online","62","Când Ai Nevoie de Certificat de Căsătorie?","42","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/eliberare-certificat-de-casatorie/","","","","","","551260","64533","64533","9,564","","2748","517","5,315","43,908","Hard","3,709","1","2","","493","232","0","99,570","91","57","0","8","6","0","","","","","f784502463d77b0704d5c9ef7c9f7370","0,044","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/eliberare-certificat-de-casatorie/","2026-09-09 09:12:20"
