"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://eghiseul.ro/gdpr/","239","49","4,878","44,011","Hard","","","","","","","","","","ro","c5cb73d723a386877ed7b16538103703","Indexable",""
"https://eghiseul.ro/calculator/amenda-circulatie/","1527","248","6,157","67,840","Normal","","","","","","","","","","ro","3331972040937beb77576c8d3720f266","Indexable",""
"https://eghiseul.ro/politica-cookies/","407","83","4,904","47,416","Hard","","","","","","","","","","ro","76d588986012881df610e3d6b4d7f034","Indexable",""
"https://eghiseul.ro/apostila-de-la-haga-ghid-acte-obtinere/","1233","191","6,455","42,678","Hard","","","","","","","","","","ro","4ca47827a8cfae9ecbe003b4c67ba229","Indexable",""
"https://eghiseul.ro/servicii/certificat-urbanism-informare/","2300","437","5,263","51,641","Fairly Hard","","","","","","","","","","ro","8ba83232bd50526d84dad4c12dcb57d6","Indexable",""
"https://eghiseul.ro/calculator/tva/","1477","245","6,029","87,763","Easy","","","","","","","","","","ro","4bc7b2fdcad153f33334a0f25f9b2ca5","Indexable",""
"https://eghiseul.ro/calculator/pensie-alimentara/","1259","219","5,749","62,374","Normal","","","","","","","","","","ro","45e805dce17498c773074fd3c23fe26a","Indexable",""
"https://eghiseul.ro/calculator/calculator-impozit-auto/","1136","175","6,491","73,495","Fairly Easy","","","","","","","","","","ro","f01cf60eaa284c5e5a0b3603e710c8ba","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/persoana-fizica/","2275","486","4,681","48,205","Hard","","","","","","","","","","ro","fa26d1460a2ec85ca1991ea8dffd2036","Indexable",""
"https://eghiseul.ro/calculator/taxe-notariale/","1440","255","5,647","71,324","Fairly Easy","","","","","","","","","","ro","8cd40e0ca442055f97a927c0bb25fcd0","Indexable",""
"https://eghiseul.ro/schimbare-sediu-social-srl-ghid/","879","129","6,814","45,444","Hard","","","","","","","","","","ro","b3d1e5bd554bb76f253a35e9be2b5379","Indexable",""
"https://eghiseul.ro/calculator/calculator-procente/","1630","247","6,599","84,240","Easy","","","","","","","","","","ro","7f4d7e02ce6dbb4471e538e0e3c39e39","Indexable",""
"https://eghiseul.ro/servicii/plan-amplasament-delimitare/","2254","438","5,146","40,707","Hard","","","","","","","","","","ro","4b5146c90ebbaf89b611c4545fb5ae31","Indexable",""
"https://eghiseul.ro/curs-valutar/","502","80","6,275","60,926","Normal","","","","","","","","","","ro","494f920a0cb1ef3b83596e437be7154d","Indexable",""
"https://eghiseul.ro/calculator/cat-pot-construi/","1419","209","6,789","64,846","Normal","","","","","","","","","","ro","ceaf764fededa5699f8911316620ffb4","Indexable",""
"https://eghiseul.ro/calculator/","566","112","5,054","61,802","Normal","","","","","","","","","","ro","9a4da8121fe7b1b838d4d680e3ea5f46","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/","4793","879","5,453","38,878","Hard","","","","","","","","","","ro","b4ff0d29d66f029c977eff8066d6e3e","Indexable",""
"https://eghiseul.ro/calculator/jugar-stanjen-in-mp/","1423","261","5,452","70,685","Fairly Easy","","","","","","","","","","ro","7475c2e4947f4bada762b63884e8e21f","Indexable",""
"https://eghiseul.ro/servicii/rovinieta-online/","746","119","6,269","61,098","Normal","","","","","","","","","","ro","adf4a10c215390c5e155794bc9b21b6e","Indexable",""
"https://eghiseul.ro/calculator/concediu-medical/","1606","246","6,528","57,295","Fairly Hard","","","","","","","","","","ro","766e2f62082b864fc4f3fac463c00166","Indexable",""
"https://eghiseul.ro/servicii/actualizare-adresa-cf/","2283","429","5,322","47,686","Hard","","","","","","","","","","ro","4ebcb9d308ed74e5767abdd30502e770","Indexable",""
"https://eghiseul.ro/servicii/eliberare-certificat-de-celibat/","2494","466","5,352","46,450","Hard","","","","","","","","","","ro","a6932a07f2a196302926a0d3be312543","Indexable",""
"https://eghiseul.ro/tools/verificare-rovinieta-online/","920","152","6,053","47,400","Hard","","","","","","","","","","ro","628a4d8bc25bc5afe5b961624093b899","Indexable",""
"https://eghiseul.ro/servicii/eliberare-certificat-de-nastere/","3047","546","5,581","43,132","Hard","","","","","","","","","","ro","e815bce98d1d2737f9b0c6ac799993b0","Indexable",""
"https://eghiseul.ro/politica-de-confidentialitate/","1232","237","5,198","34,625","Hard","","","","","","","","","","ro","f41ff84618d772a3730483c5fc1853c7","Indexable",""
"https://eghiseul.ro/servicii/identificare-imobile-proprietar/","2306","442","5,217","41,805","Hard","","","","","","","","","","ro","1697cfaac984c10f72702e0d3d2e4cfd","Indexable",""
"https://eghiseul.ro/contact/","236","68","3,471","69,601","Normal","","","","","","","","","","ro","c663b347f45e551f18af19ec05ee8f54","Indexable",""
"https://eghiseul.ro/servicii/cazier-auto-online/","3040","549","5,537","43,118","Hard","","","","","","","","","","ro","485b127449bac5e39a0062519ead954e","Indexable",""
"https://eghiseul.ro/calculator/varsta-pensionare/","1240","175","7,086","68,377","Normal","","","","","","","","","","ro","537898dd4986ae02e4da6a2d46234a05","Indexable",""
"https://eghiseul.ro/servicii/extras-plan-cadastral/","2163","432","5,007","41,236","Hard","","","","","","","","","","ro","c9cdd8246aa6446ea837749d2ec7e91c","Indexable",""
"https://eghiseul.ro/calculator/valabilitate-documente/","768","118","6,508","56,475","Fairly Hard","","","","","","","","","","ro","f3a519e051b6da1fbc5b310f15e81966","Indexable",""
"https://eghiseul.ro/suspendare-activitate-firma-ghid/","750","124","6,048","41,648","Hard","","","","","","","","","","ro","290c6cdacb8620dbe127d1e880bff655","Indexable",""
"https://eghiseul.ro/servicii/extras-multilingv-certificat-nastere/","2522","467","5,400","46,242","Hard","","","","","","","","","","ro","fdf0a487090710b82ba2726819f2e8c3","Indexable",""
"https://eghiseul.ro/blog/","1953","394","4,957","57,642","Fairly Hard","","","","","","","","","","ro","55f4a49fd8a9c7d384adcaae1517e3c3","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/persoana-juridica/","2235","490","4,561","45,232","Hard","","","","","","","","","","ro","e92647617059c097791e67727e94ed2c","Indexable",""
"https://eghiseul.ro/servicii/certificat-de-integritate-comportamentala/","2633","513","5,133","35,960","Hard","","","","","","","","","","ro","5ca0291aae2c2987e3f927baeaa1c79d","Indexable",""
"https://eghiseul.ro/totul-despre-cartea-funciara-colectiva/","1013","168","6,030","51,558","Fairly Hard","","","","","","","","","","ro","460a29c912be42790b03b0798b69d629","Indexable",""
"https://eghiseul.ro/inregistrare-nastere-copil-nou-nascut/","1490","216","6,898","49,995","Hard","","","","","","","","","","ro","e864a0e399425a4d93b5360fecee3f50","Indexable",""
"https://eghiseul.ro/ghid-complet-certificat-de-integritate-comportamentala/","717","121","5,926","21,237","Very Hard","","","","","","","","","","ro","bffd9b07dad57e7383fdb5b4142cfc1b","Indexable",""
"https://eghiseul.ro/verificare-proprietar-imobil/","1405","215","6,535","48,765","Hard","","","","","","","","","","ro","63090cd2b1631a156ac81e0f93f8bd4f","Indexable",""
"https://eghiseul.ro/ce-este-un-releveu/","727","121","6,008","40,148","Hard","","","","","","","","","","ro","c88717b58b652e9b9a87dad6f4208fd9","Indexable",""
"https://eghiseul.ro/valabilitate-certificat-de-celibat/","1710","230","7,435","57,250","Fairly Hard","","","","","","","","","","ro","133b012337164db85357b937649f5f37","Indexable",""
"https://eghiseul.ro/calculator/reabilitare/","1406","214","6,570","44,806","Hard","","","","","","","","","","ro","409ad498b2491626f330ac5728211cc6","Indexable",""
"https://eghiseul.ro/calculator/taxa-judiciara-de-timbru/","1540","294","5,238","69,454","Normal","","","","","","","","","","ro","bf69d83c4189f3237a28195223719599","Indexable",""
"https://eghiseul.ro/calculator/contributii-pfa/","1652","271","6,096","78,715","Fairly Easy","","","","","","","","","","ro","bd39a0f0e96c0009a386e551b402fb58","Indexable",""
"https://eghiseul.ro/calculator/impozit-chirie/","1360","226","6,018","60,639","Normal","","","","","","","","","","ro","5512a045a6d159884131b718a909d31","Indexable",""
"https://eghiseul.ro/calculator/taxe-srl/","1106","203","5,448","74,481","Fairly Easy","","","","","","","","","","ro","4ec20028b3dff7bf40142b3aae72e830","Indexable",""
"https://eghiseul.ro/cazier-fiscal-persoana-fizica/","1610","241","6,680","52,503","Fairly Hard","","","","","","","","","","ro","b7752b8aed5f6bf340a6466dbac0a1e9","Indexable",""
"https://eghiseul.ro/servicii/certificat-detineri-imobile/","2403","455","5,281","41,463","Hard","","","","","","","","","","ro","60ced841185850f5a029091d30f4ad02","Indexable",""
"https://eghiseul.ro/servicii/copie-plan-cadastral/","2196","444","4,946","41,360","Hard","","","","","","","","","","ro","584c75fc779f0c25bac9e3170241de5b","Indexable",""
"https://eghiseul.ro/servicii/copie-intabulare/","2278","435","5,237","47,286","Hard","","","","","","","","","","ro","18e26057bdadc2350e1f77426f5ad42f","Indexable",""
"https://eghiseul.ro/servicii/copie-inventar-coordonate/","2274","437","5,204","45,635","Hard","","","","","","","","","","ro","364a4b13fc3c108af19adff9a228ed13","Indexable",""
"https://eghiseul.ro/servicii/copie-plan-incadrare/","2172","428","5,075","48,025","Hard","","","","","","","","","","ro","3a5a2d189e80f19ff888303eb09e2a06","Indexable",""
"https://eghiseul.ro/calculator/impozit-pensie/","1525","275","5,545","81,158","Easy","","","","","","","","","","ro","4a02247c70255e212807c046cc1ade74","Indexable",""
"https://eghiseul.ro/servicii/extras-cf-colectiv/","2287","439","5,210","41,262","Hard","","","","","","","","","","ro","636d2f83f11d1effabf6b978593a06be","Indexable",""
"https://eghiseul.ro/servicii/copie-contract-vanzare/","2223","431","5,158","42,409","Hard","","","","","","","","","","ro","9a310c9db77665f4cfde06010eb00e4a","Indexable",""
"https://eghiseul.ro/transcriere-certificat-de-casatorie/","736","112","6,571","53,954","Fairly Hard","","","","","","","","","","ro","d95f8efcd6ceabf712e412c8be1b2cb6","Indexable",""
"https://eghiseul.ro/duplicat-certificat-de-casatorie/","1407","200","7,035","53,944","Fairly Hard","","","","","","","","","","ro","273c764bbefad502f9654a3938a902c5","Indexable",""
"https://eghiseul.ro/servicii/copie-releveu/","2201","437","5,037","40,018","Hard","","","","","","","","","","ro","49ca4f7b4290a0b0e800b0f1558ecef9","Indexable",""
"https://eghiseul.ro/servicii/copie-arhiva-ocpi/","2319","445","5,211","41,247","Hard","","","","","","","","","","ro","9a27e70b60db9b89f84dd3a223bfda4e","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/harghita/","775","144","5,382","44,508","Hard","","","","","","","","","","ro","d8673354e6640ccd5502e3d312368314","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/hunedoara/","778","149","5,221","42,122","Hard","","","","","","","","","","ro","1056b26914065f6368c0fd8915d048e6","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/constanta/","996","187","5,326","41,912","Hard","","","","","","","","","","ro","6a5f387969f09feb5641557a9ee480d8","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/vaslui/","773","143","5,406","47,033","Hard","","","","","","","","","","ro","e17c299d5de380752406e9129fc49548","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/valcea/","779","149","5,228","49,053","Hard","","","","","","","","","","ro","e948acdba504ff0b5efd9d9be648e3d9","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/dambovita/","786","156","5,038","44,468","Hard","","","","","","","","","","ro","2e79184db3cef572cda7301d8897a592","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/gorj/","774","143","5,413","49,302","Hard","","","","","","","","","","ro","3df2ff85a068422578c22fc45edd8868","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/arad/","786","154","5,104","46,985","Hard","","","","","","","","","","ro","c7c254c01c4a64c1c161006b32144e29","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/brasov/","1002","187","5,358","46,803","Hard","","","","","","","","","","ro","7130cdcfb38760065e01d31a577806f1","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/maramures/","775","144","5,382","42,761","Hard","","","","","","","","","","ro","6b576f8c53e858b325d93acab1a6bdf1","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/giurgiu/","780","150","5,200","47,325","Hard","","","","","","","","","","ro","9395077ee99d8f2e0420d99d27d1301f","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/botosani/","773","143","5,406","41,889","Hard","","","","","","","","","","ro","344048f2a3f77a2f4da85a94f354fbf4","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/iasi/","993","185","5,368","45,733","Hard","","","","","","","","","","ro","223605d8c2731304265e55e5021f6831","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/sibiu/","993","182","5,456","47,262","Hard","","","","","","","","","","ro","45944a0818fea973066f1dbd97a77385","Indexable",""
"https://eghiseul.ro/extras-carte-funciara-gratuit/","1183","203","5,828","54,676","Fairly Hard","","","","","","","","","","ro","23dacf582d21c98afdffe19a294419ad","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/olt/","780","150","5,200","49,819","Hard","","","","","","","","","","ro","94fe37db1f5b10f20f3b2392c0047deb","Indexable",""
"https://eghiseul.ro/ce-este-planul-cadastral/","648","114","5,684","38,393","Hard","","","","","","","","","","ro","6d18d15434532e0e338a43609ebfd696","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/neamt/","776","142","5,465","49,859","Hard","","","","","","","","","","ro","bc575e70bc0d97b7a797bd5055c4136d","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/ialomita/","779","150","5,193","40,617","Hard","","","","","","","","","","ro","c5040daf0727a5a631bde2968a25ff50","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/cluj/","986","178","5,539","47,714","Hard","","","","","","","","","","ro","38718d8defc7d983ed14e0687485ec0e","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/alba/","786","155","5,071","47,019","Hard","","","","","","","","","","ro","fb6194e0bbe2c6fcd085671d183f8836","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/mehedinti/","781","150","5,207","42,533","Hard","","","","","","","","","","ro","e69dcc0ca317600cf066c5b0860a9a97","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/galati/","980","184","5,326","44,142","Hard","","","","","","","","","","ro","c08b10778bb4eda6d5bd21db8a2865dc","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/timis/","981","172","5,703","44,868","Hard","","","","","","","","","","ro","128b0aae450e6195ea4af2349a1e098","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/caras-severin/","785","156","5,032","40,179","Hard","","","","","","","","","","ro","6f12ef22e2a31fdb168234a216b88d2b","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bacau/","775","142","5,458","46,723","Hard","","","","","","","","","","ro","dcbdc4d9dc51bd5327a52615170032e2","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/covasna/","787","156","5,045","45,092","Hard","","","","","","","","","","ro","6dcf92bb8c2596b56561e0dbd2f8b6a6","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/buzau/","784","153","5,124","46,894","Hard","","","","","","","","","","ro","2f4e5272ce382d0e27fa50c922b5d84e","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/dolj/","971","187","5,193","49,703","Hard","","","","","","","","","","ro","cfd54409ca62043a1885e6ff3c30ff5a","Indexable",""
"https://eghiseul.ro/valabilitate-extras-de-carte-funciara/","804","123","6,537","37,945","Hard","","","","","","","","","","ro","ebe40b7b76225ddf27c9275946085886","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/ilfov/","960","170","5,647","44,064","Hard","","","","","","","","","","ro","68b9f28242b548d1ae0cafa6b48647a6","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/tulcea/","774","143","5,413","47,006","Hard","","","","","","","","","","ro","2c11ace58856a48d7ea772a2cf821d5d","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/satu-mare/","801","150","5,340","47,952","Hard","","","","","","","","","","ro","b7145e774da37f2e4de2b22dd1e1be2","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/teleorman/","772","144","5,361","44,357","Hard","","","","","","","","","","ro","94e8ab132db2fb6dd50273c02f87660","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/vrancea/","785","156","5,032","47,400","Hard","","","","","","","","","","ro","13c0ef235a294aae34a06845740be3da","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bistrita-nasaud/","776","145","5,352","42,451","Hard","","","","","","","","","","ro","ac906d7a1d35107a2d780711de4b9651","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/arges/","968","181","5,348","45,928","Hard","","","","","","","","","","ro","d230e8f3f5d53c095dccec2daf82f94c","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/mures/","987","182","5,423","47,988","Hard","","","","","","","","","","ro","1c80f24f598219632a445e42df5c4180","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bihor/","978","171","5,719","46,016","Hard","","","","","","","","","","ro","91822e08cb98f6325a23f3e832f9531d","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/suceava/","987","186","5,306","43,735","Hard","","","","","","","","","","ro","afa656868fb4c0ee90ee81ec565907ae","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/braila/","773","142","5,444","46,885","Hard","","","","","","","","","","ro","eebfc179b0b0d050abf5c8e594882d16","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/prahova/","955","172","5,552","45,110","Hard","","","","","","","","","","ro","a6b820c9f13a15e5bc412b90994263dc","Indexable",""
"https://eghiseul.ro/tabel-varsta-pensionare-anticipata-femei/","2560","411","6,229","100,000","Very Easy","","","","","","","","","","ro","5a5c6d43f0d2b5f7a613de84a0be89ff","Indexable",""
"https://eghiseul.ro/cum-aflam-numarul-carte-functionara-si-nr-cadastral/","1627","241","6,751","42,794","Hard","","","","","","","","","","ro","fad2748ffd21d1614ac94437be5c7838","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/calarasi/","783","152","5,151","46,236","Hard","","","","","","","","","","ro","b7b9f4cccee55f8d64be6de2843b3dd3","Indexable",""
"https://eghiseul.ro/certificat-constatator-pentru-fonduri-europene/","1437","208","6,909","41,279","Hard","","","","","","","","","","ro","52e3f82d45c901aeb33f774d103ad367","Indexable",""
"https://eghiseul.ro/cazier-fiscal-fara-spv/","1970","284","6,937","52,496","Fairly Hard","","","","","","","","","","ro","7160a2bc378972b2efd5f16af1aea660","Indexable",""
"https://eghiseul.ro/sms-fals-amenda-ghiseul-ro/","1030","192","5,365","53,627","Fairly Hard","","","","","","","","","","ro","c1c545aadac3f1f82b8e82d145a04f09","Indexable",""
"https://eghiseul.ro/certificat-constatator-pentru-notar/","1470","208","7,067","52,964","Fairly Hard","","","","","","","","","","ro","480ab52ab2aedb191d57a2e4a3505851","Indexable",""
"https://eghiseul.ro/cazier-si-certificat-de-integritate-pentru-profesori/","1396","217","6,433","48,256","Hard","","","","","","","","","","ro","8876f484d3037c35d4349b2fd88bdebe","Indexable",""
"https://eghiseul.ro/certificat-constatator-pentru-banca/","1579","228","6,925","54,073","Fairly Hard","","","","","","","","","","ro","d0359870c33551d45164885d827f83e2","Indexable",""
"https://eghiseul.ro/cazier-judiciar-vs-certificat-integritate-comportamentala/","1486","252","5,897","18,954","Very Hard","","","","","","","","","","ro","91a97ddd4ba2b32b63f79438deabf65e","Indexable",""
"https://eghiseul.ro/verificare-cazier-fiscal/","1924","288","6,681","45,892","Hard","","","","","","","","","","ro","4b7d16ad09f53f3a7c8c28a7c6166e71","Indexable",""
"https://eghiseul.ro/ancpi-nu-functioneaza/","5940","882","6,735","43,703","Hard","","","","","","","","","","ro","2ab12ddb10424cf0d79e2e11532e5945","Indexable",""
"https://eghiseul.ro/cazier-fiscal-firma/","1999","282","7,089","33,783","Hard","","","","","","","","","","ro","29e72f5430c1f1a36f32c269106f984a","Indexable",""
"https://eghiseul.ro/tva-9-locuinte-31-iulie-2026/","2300","368","6,250","68,773","Normal","","","","","","","","","","ro","9d7080c6a4fd1dd557f55e452fe8bd08","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-pentru-buletin-pasaport/","2314","322","7,186","50,339","Fairly Hard","","","","","","","","","","ro","d06046c2b271ea60480afd72cc72b74f","Indexable",""
"https://eghiseul.ro/acte-necesare-casatorie/","1429","202","7,074","50,939","Fairly Hard","","","","","","","","","","ro","208f4a6cc9764e38925e429e3c2cb127","Indexable",""
"https://eghiseul.ro/certificat-constatator-pentru-licitatie/","1284","191","6,723","46,032","Hard","","","","","","","","","","ro","6f11d236b1bbd9901cfe320d47e7bdac","Indexable",""
"https://eghiseul.ro/amenda-rovinieta-2025-tarife-plata-online-ghid-complet/","875","175","5,000","70,171","Fairly Easy","","","","","","","","","","ro","a923fa68d7f4d3d0f6a3949ad1a892fd","Indexable",""
"https://eghiseul.ro/cazier-judiciar-online-gratuit/","1547","277","5,585","56,685","Fairly Hard","","","","","","","","","","ro","7b33b5463df210993a41d48ad79fff0f","Indexable",""
"https://eghiseul.ro/anii-lucrati-in-strainatate-se-pun-la-pensie-in-romania/","1068","161","6,634","53,636","Fairly Hard","","","","","","","","","","ro","b82c0e81d611eb7b60c8ddb129528684","Indexable",""
"https://eghiseul.ro/extras-de-carte-funciara-pentru-casa-verde/","1143","152","7,520","23,045","Very Hard","","","","","","","","","","ro","d855f8f14aa5803dd3644464147e1809","Indexable",""
"https://eghiseul.ro/certificat-de-celibat/","1506","205","7,346","50,626","Fairly Hard","","","","","","","","","","ro","701e0fc4c3c360c26176dc10e0251915","Indexable",""
"https://eghiseul.ro/cat-costa-cadastrul-si-intabularea/","1649","309","5,337","55,356","Fairly Hard","","","","","","","","","","ro","65b72b31fe4fd16f255c1cbd7a01a20e","Indexable",""
"https://eghiseul.ro/informatii-cazier-auto-online/","825","153","5,392","41,083","Hard","","","","","","","","","","ro","e5bb9814e622ae4e3061234c54d083eb","Indexable",""
"https://eghiseul.ro/transcriere-certificat-de-nastere/","1321","188","7,027","46,834","Hard","","","","","","","","","","ro","919f1ecbc5c97ab3444332e366616b27","Indexable",""
"https://eghiseul.ro/duplicat-certificat-de-nastere/","1395","187","7,460","53,836","Fairly Hard","","","","","","","","","","ro","535f96206d6b624a9445ddc4ca92abcc","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-pierdut/","1316","182","7,231","47,396","Hard","","","","","","","","","","ro","25f645566346220ffb9b52e84464c894","Indexable",""
"https://eghiseul.ro/tools/","166","32","5,188","41,543","Hard","","","","","","","","","","ro","1885c7ec55d9f3ddcf152209bdd8a8b9","Indexable",""
"https://eghiseul.ro/schimbare-certificat-de-nastere-vechi/","864","133","6,496","49,548","Hard","","","","","","","","","","ro","566948e8e4ec8878f4ea03d43527501c","Indexable",""
"https://eghiseul.ro/taxa-cazier-judiciar/","872","141","6,184","51,926","Fairly Hard","","","","","","","","","","ro","515f20151d937054deec54536f7cfc24","Indexable",""
"https://eghiseul.ro/acte-necesare-certificat-de-nastere/","747","117","6,385","44,179","Hard","","","","","","","","","","ro","b2bd241dcd42b066f234bb4c475900ef","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/piatra-neamt/","1431","232","6,168","39,237","Hard","","","","","","","","","","ro","f5e8e0a82d86601ac722df76d016e733","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/targu-mures/","1427","233","6,124","39,126","Hard","","","","","","","","","","ro","5e4d5fdc22a4716f3d24232d1466b375","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/resita/","1395","229","6,092","33,332","Hard","","","","","","","","","","ro","a2ef019c128ea4f9efc055cae4c42b70","Non-Indexable","noindex"
