url,ruta,tip_pagina,verdict,tinta_301,motiv,cuvinte_main,scor_ai_per1k,jaccard_max,jaccard_partener,sf_near_dup,inlinkuri,inlinkuri_unice,adancime_crawl,link_score,backlink_extern_cunoscut,in_sitemap,clicuri_3luni,expuneri_3luni,pozitie_3luni,clicuri_pre,clicuri_post,expuneri_pre,expuneri_post,pozitie_pre,pozitie_post,regula_mecanica,title
https://eghiseul.ro/taxa-cazier-judiciar,/taxa-cazier-judiciar,articol,KEEP + FIX,,"62,9k expuneri pe 847 de cuvinte — extinde cu taxe reale, surse ANAF/IPJ (AI deja curățat 22,9→8,3)",847,8.26,0,,0,6,4,2,0,,true,702,62896,7.31,173,13,17354,460,7.27,6.83,KEEP,Taxa pentru cazier judiciar: cât e de fapt și ce plătești online | eGhiseul.ro
https://eghiseul.ro/calculator/contributii-pfa,/calculator/contributii-pfa,calculator,KEEP + FIX,,"demotare reală măsurată (5.80→22.60) pe un calculator care funcționează — curăță DOAR textul din jur (AI 9.7/1k), nu atinge formula, nu atinge layoutul",1550,9.68,0,,0,10,10,2,0,,true,537,33966,6.2,242,4,17918,363,5.8,22.6,REWRITE,"Calculator Contribuții PFA 2026 (CAS, CASS, Impozit) | eGhiseul.ro"
https://eghiseul.ro/calculator/impozit-chirie,/calculator/impozit-chirie,calculator,KEEP + FIX,,"demotare reală măsurată (4.99→16.72) pe un calculator care funcționează — curăță DOAR textul din jur (AI 9.2/1k), nu atinge formula, nu atinge layoutul",1299,9.24,0,,0,6,6,2,0,,true,487,16065,5.3,274,20,8902,137,4.99,16.72,REWRITE,Calculator Impozit pe Chirie 2026 — Venituri din Închiriere | eGhiseul.ro
https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online,/cele-4-tipuri-de-certificat-constatator-online,articol,KEEP + FIX,,ținta de consolidare pentru 8 articole satelit + backlink startupcafe — extinde-o cu secțiunile preluate,1269,3.15,0,,0,16,10,2,0,da,true,479,71189,6.24,108,4,16133,141,5.95,3.23,KEEP,Tipurile de certificat constatator online: ghid actualizat | eGhiseul.ro
https://eghiseul.ro/calculator/indemnizatie-somaj,/calculator/indemnizatie-somaj,calculator,KEEP + FIX,,"calculator nedemotat, dar AI 20.9/1k în text — curăță DOAR textul din jurul calculatorului, nu formula",1337,20.94,0,,0,235,232,1,0,,true,456,16049,6.1,250,1,8193,51,5.78,3.02,REWRITE,Calculator Indemnizație de Șomaj 2026 | eGhiseul.ro
https://eghiseul.ro/calculator/taxa-judiciara-de-timbru,/calculator/taxa-judiciara-de-timbru,calculator,KEEP + FIX,,"demotare reală măsurată (6.41→19.21) pe un calculator care funcționează — curăță DOAR textul din jur (AI 18.6/1k), nu atinge formula, nu atinge layoutul",1451,18.61,0,,0,7,7,2,0,,true,376,21937,7.15,111,8,5363,331,6.41,19.21,REWRITE,Calculator Taxă Judiciară de Timbru 2026 (OUG 80/2013) | eGhiseul.ro
https://eghiseul.ro/calculator/reabilitare,/calculator/reabilitare,calculator,KEEP + FIX,,"calculator nedemotat, dar AI 19.2/1k în text — curăță DOAR textul din jurul calculatorului, nu formula",1353,19.22,0,,0,5,5,2,0,,true,290,8591,5.86,58,19,2511,99,6.08,4.52,REWRITE,Calculator Reabilitare Cazier — Când se Șterge Condamnarea | eGhiseul.ro
https://eghiseul.ro/calculator/taxe-notariale,/calculator/taxe-notariale,calculator,KEEP + FIX,,"demotare reală măsurată (7.84→64.84) pe un calculator care funcționează — curăță DOAR textul din jur (AI 13.8/1k), nu atinge formula, nu atinge layoutul",1376,13.81,0,,0,292,232,1,0,,true,253,14629,9.8,128,3,8380,353,7.84,64.84,REWRITE,"Calculator Taxe Notariale 2026 — Vânzare, Donație, Succesiune | eGhiseul.ro"
https://eghiseul.ro/contact,/contact,legal-trust,KEEP + FIX,,"207 de cuvinte pe 190 de clicuri — adaugă date reale de firmă (CUI, sediu, program, oameni). Cea mai ieftină reparație de E-E-A-T de pe site.",207,19.32,0,,0,465,232,1,0,,true,190,17337,5.5,80,0,7033,298,5.06,2.38,REWRITE,Contact — eGhișeul.ro | eGhiseul.ro
https://eghiseul.ro/servicii/identificare-imobil,/servicii/identificare-imobil,serviciu,KEEP + FIX,,"181 clicuri, AI 7,5 — doar curățare",2262,7.52,0.272,/servicii/extras-plan-cadastral,0,326,232,1,0,,true,181,4458,8.54,104,3,2290,20,7.63,9.5,KEEP,Număr Cadastral după Adresă — Îl Aflăm Noi | Extras CF | eGhiseul.ro
https://eghiseul.ro/servicii/identificare-imobile-proprietar,/servicii/identificare-imobile-proprietar,serviciu,KEEP + FIX,,primește certificat-detineri-imobile prin 301,2329,3.43,0.263,/servicii/copie-plan-cadastral,0,236,232,1,0,,true,114,1924,5.75,46,4,802,60,5.85,6.32,KEEP,Identificare Imobile după Proprietar — Lista Bunurilor | eGhiseul.ro
https://eghiseul.ro/calculator/impozit-casa,/calculator/impozit-casa,calculator,KEEP + FIX,,"demotare reală măsurată (6.14→17.59) pe un calculator care funcționează — curăță DOAR textul din jur (AI 27.5/1k), nu atinge formula, nu atinge layoutul",1420,27.46,0,,0,234,232,1,0,,true,88,2541,6.33,55,0,1684,41,6.14,17.59,REWRITE,Calculator Impozit pe Casă (Clădiri) 2026 | eGhiseul.ro
https://eghiseul.ro/totul-despre-cartea-funciara-colectiva,/totul-despre-cartea-funciara-colectiva,articol,KEEP + FIX,,"deja rescrisă 24.08 (AI 18,8→1,0); doar verifică 301-ul duplicatului și adaugă surse",988,1.01,0,,0,4,4,2,0,,true,67,6909,9.88,14,1,3089,47,10.34,4.13,KEEP,"Cartea funciară colectivă: ce este, ce conține și cum obții extrasul | eGhiseul.ro"
https://eghiseul.ro/calculator/jugar-stanjen-in-mp,/calculator/jugar-stanjen-in-mp,calculator,KEEP + FIX,,"calculator nedemotat, dar AI 15.3/1k în text — curăță DOAR textul din jurul calculatorului, nu formula",1372,15.31,0,,0,236,232,1,0,,true,61,2253,6.17,17,10,1152,49,6.59,2.12,REWRITE,Convertor Jugăr și Stânjen în Metri Pătrați — Unități Vechi de Teren | eGhiseul.ro
https://eghiseul.ro/cazier-judiciar-vs-certificat-integritate-comportamentala,/cazier-judiciar-vs-certificat-integritate-comportamentala,articol,KEEP + FIX,,"9,5k expuneri, căzută 7,42→14,42, AI 3,5 — nu textul e problema, ci autoritatea clusterului",1414,3.54,0,,0,6,5,2,0,,true,59,9516,7.39,16,0,3283,12,7.42,14.42,REWRITE,Cazier Judiciar vs Certificat de Integritate Comportamentală | eGhiseul.ro
https://eghiseul.ro/calculator/cost-cadastru-intabulare,/calculator/cost-cadastru-intabulare,calculator,KEEP + FIX,,"calculator nedemotat, dar AI 27.4/1k în text — curăță DOAR textul din jurul calculatorului, nu formula",1462,27.36,0,,0,5,3,2,0,,true,42,2398,7.47,19,1,1127,43,6.69,2.91,REWRITE,Cât Costă Cadastrul și Intabularea? Calculator 2026 | eGhiseul.ro
https://eghiseul.ro/calculator/cat-pot-construi,/calculator/cat-pot-construi,calculator,KEEP + FIX,,"calculator nedemotat, dar AI 16.9/1k în text — curăță DOAR textul din jurul calculatorului, nu formula",1363,16.87,0,,0,240,232,1,0,,true,33,1773,5.86,19,0,1093,9,5.6,5.67,REWRITE,Cât Pot Construi pe Teren? Calculator POT și CUT | eGhiseul.ro
https://eghiseul.ro/calculator/concediu-maternitate,/calculator/concediu-maternitate,calculator,KEEP + FIX,,"demotare reală măsurată (5.45→15.76) pe un calculator care funcționează — curăță DOAR textul din jur (AI 6.7/1k), nu atinge formula, nu atinge layoutul",1335,6.74,0,,0,3,3,2,0,,true,22,509,9.76,15,0,281,21,5.45,15.76,REWRITE,Calculator Concediu Maternitate 2026 — Indemnizație | eGhiseul.ro
https://eghiseul.ro/servicii,/servicii,hub,KEEP + FIX,,"hub-ul comercial: 808 de cuvinte, 370 de inlinkuri — merită să fie pagina care explică cine suntem și cum lucrăm",808,1.23,0,,0,370,232,1,0,,true,20,1137,6.69,6,4,317,292,7.56,1.6,CONSOLIDATE,Servicii | Documente online pentru România | eGhiseul.ro
https://eghiseul.ro/servicii/certificat-sarcini,/servicii/certificat-sarcini,serviciu,KEEP + FIX,,"parte din șablonul topograf (Jaccard 0,35) dar serviciu vândut distinct — diferențiază textul",2301,5.22,0.347,/servicii/copie-plan-incadrare,0,241,232,1,0,,true,19,640,4.88,5,0,266,9,5.05,5.56,CONSOLIDATE,Certificat de Sarcini — Verifică Grevările unui Imobil | OCPI | eGhiseul.ro
https://eghiseul.ro/calculator/diurna,/calculator/diurna,calculator,KEEP + FIX,,"demotare reală măsurată (6.43→44.36) pe un calculator care funcționează — curăță DOAR textul din jur (AI 4.7/1k), nu atinge formula, nu atinge layoutul",1287,4.66,0,,0,2,2,2,0,,true,17,746,7.16,2,0,75,28,6.43,44.36,CONSOLIDATE,Calculator Diurnă 2026 — Plafon Neimpozabil Delegație | eGhiseul.ro
https://eghiseul.ro/cazier-si-certificat-de-integritate-pentru-profesori,/cazier-si-certificat-de-integritate-pentru-profesori,articol,KEEP + FIX,,"sezonier (septembrie) și țintă de digital PR — curăță AI 15,7/1k înainte de campanie",1335,15.73,0,,0,3,3,2,0,,true,10,140,4.86,2,2,60,27,6.27,2.56,CONSOLIDATE,Cazier și Certificat de Integritate pentru Profesori (Ghid) | eGhiseul.ro
https://eghiseul.ro/calculator/valabilitate-documente,/calculator/valabilitate-documente,calculator,KEEP + FIX,,"calculator nedemotat, dar AI 20.9/1k în text — curăță DOAR textul din jurul calculatorului, nu formula",766,20.89,0,,0,241,232,1,0,,true,6,2870,8.3,3,0,1551,8,8.22,2.88,REWRITE,"Mai E Valabil Documentul Meu? Verificare Valabilitate Cazier, Extras CF, Constatator | eGhiseul.ro"
https://eghiseul.ro/tools,/tools,hub,KEEP + FIX,,"147 de cuvinte, 1 clic — ori devine index real, ori noindex",147,13.61,0,,0,2,2,2,0,,true,1,52,2.5,0,0,0,0,,,CONSOLIDATE,Instrumente Online Gratuite — eGhișeul.ro | eGhiseul.ro
https://eghiseul.ro/tools/verificare-rovinieta-online,/tools/verificare-rovinieta-online,tool,REWRITE,,"cel mai mare activ comercial (32,6k clicuri) căzut 5,95→31,92; text subțire (871 cuv.) în jurul tool-ului",871,8.04,0,,0,239,232,1,0,,true,32589,705383,5.04,5714,41,163660,259,5.95,31.92,REWRITE,"Verificare Rovinietă Online — Gratuit, După Număr | eGhiseul.ro"
https://eghiseul.ro/,/,homepage,REWRITE,,"poziția a căzut 9,27→23,91; AI 14,4/1k; e locul unde se montează semnalele de încredere (Despre noi, echipă, autori)",2080,14.42,0,,0,930,232,0,0,da,true,4567,181750,7.93,540,216,28703,3291,9.27,23.91,REWRITE,"eGhișeul.ro — Documente Online: Cazier, Carte Funciară"
https://eghiseul.ro/cum-aflam-numarul-carte-functionara-si-nr-cadastral,/cum-aflam-numarul-carte-functionara-si-nr-cadastral,articol,REWRITE,,"4.041 clicuri / 81k expuneri dar AI 13,25/1k — cel mai valoros articol netratat",1585,13.25,0,,0,9,7,2,0,,true,4041,81712,5.9,1361,360,21568,2630,5.44,2.84,REWRITE,Numărul cadastral și numărul de carte funciară: cum le afli și cum localizezi terenul | eGhiseul.ro
https://eghiseul.ro/servicii/eliberare-certificat-de-nastere,/servicii/eliberare-certificat-de-nastere,serviciu,REWRITE,,"cea mai mare pagină de serviciu (1.714 clicuri), AI 13,5/1k",2973,13.45,0.316,/servicii/eliberare-certificat-de-casatorie,0,515,232,1,0,,true,1714,51634,7.2,210,90,7235,589,8.54,6.69,REWRITE,Certificat de Naștere Online — Duplicat de la Starea Civilă | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-auto-online,/servicii/cazier-auto-online,serviciu,REWRITE,,"1.692 clicuri, AI 13,8/1k",2969,13.81,0.213,/servicii/certificat-de-integritate-comportamentala,0,526,232,1,0,,true,1692,22786,5.0,248,11,5711,171,5.8,6.32,REWRITE,"Cazier Auto Online — Istoricul Sancțiunilor Rutiere, fără Drumuri | eGhiseul.ro"
https://eghiseul.ro/servicii/extras-de-carte-funciara,/servicii/extras-de-carte-funciara,serviciu,REWRITE,,"căzut 7,84→22,32, 63,7k expuneri, AI 10,3/1k; are backlink money.ro",3777,10.33,0,,0,685,232,1,0,da,true,1549,63715,8.44,878,4,35678,116,7.84,22.32,REWRITE,"Extras Carte Funciară Online în 5 Minute — Automat, 24/7 | eGhiseul.ro"
https://eghiseul.ro/amenda-rovinieta-2025-tarife-plata-online-ghid-complet,/amenda-rovinieta-2025-tarife-plata-online-ghid-complet,articol,REWRITE,,"AI 20,0/1k (cel mai prost articol cu trafic real), 849 cuv. la 79k expuneri, căzut 5,69→13,40",849,20.02,0,,0,2,2,2,0,,true,1463,79629,6.24,462,7,23557,565,5.69,13.4,REWRITE,"Amendă Rovinietă 2026: Tarife, Plată Online și Contestație | eGhiseul.ro"
